Region,Country,Year,All Types,Beer,Other,Spirits,Wine
Eastern Mediterranean,Iran (Islamic Republic of),2000,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2001,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2002,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2003,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2004,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2005,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2006,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2007,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2008,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2009,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2010,,,,,
Eastern Mediterranean,Iran (Islamic Republic of),2011,,,,,
Eastern Mediterranean,Iraq,2000,,,,,
Eastern Mediterranean,Iraq,2001,,,,,
Eastern Mediterranean,Iraq,2002,,,,,
Eastern Mediterranean,Iraq,2003,,,,,
Eastern Mediterranean,Iraq,2004,,,,,
Eastern Mediterranean,Iraq,2005,,,,,
Eastern Mediterranean,Iraq,2006,,,,,
Eastern Mediterranean,Iraq,2007,,,,,
Eastern Mediterranean,Iraq,2008,,,,,
Eastern Mediterranean,Iraq,2009,,,,,
Eastern Mediterranean,Iraq,2010,,,,,
Eastern Mediterranean,Iraq,2011,,,,,
Europe,Ireland,2000,,,,,
Europe,Ireland,2001,,,,,
Europe,Ireland,2002,,,,,
Europe,Ireland,2003,,,,,
Europe,Ireland,2004,,,,,
Europe,Ireland,2005,,,,,
Europe,Ireland,2006,,,,,
Europe,Ireland,2007,,,,,
Europe,Ireland,2008,,,,,
Europe,Ireland,2009,,,,,
Europe,Ireland,2010,,,,,
Europe,Ireland,2011,,,,,
Europe,Ireland,2012,,,,,
Europe,Ireland,2013,,,,,
Europe,Ireland,2014,,,,,
Europe,Israel,2000,,,,,
Europe,Israel,2001,,,,,
Europe,Israel,2002,,,,,
Europe,Israel,2003,,,,,
Europe,Israel,2004,,,,,
Europe,Israel,2005,,,,,
Europe,Israel,2006,,,,,
Europe,Israel,2007,,,,,
Europe,Israel,2008,,,,,
Europe,Israel,2009,,,,,
Europe,Israel,2010,,,,,
Europe,Israel,2011,,,,,
Europe,Israel,2012,,,,,
Europe,Israel,2013,,,,,
Europe,Israel,2014,,,,,
Europe,Italy,2000,,,,,
Europe,Italy,2001,,,,,
Europe,Italy,2002,,,,,
Europe,Italy,2003,,,,,
Europe,Italy,2004,,,,,
Europe,Italy,2005,,,,,
Europe,Italy,2006,,,,,
Europe,Italy,2007,,,,,
Europe,Italy,2008,,,,,
Europe,Italy,2009,,,,,
Europe,Italy,2010,,,,,
Europe,Italy,2011,,,,,
Europe,Italy,2012,,,,,
Europe,Italy,2013,,,,,
Europe,Italy,2014,,,,,
Americas,Jamaica,2000,,,,,
Americas,Jamaica,2001,,,,,
Americas,Jamaica,2002,,,,,
Americas,Jamaica,2003,,,,,
Americas,Jamaica,2004,,,,,
Americas,Jamaica,2005,,,,,
Americas,Jamaica,2006,,,,,
Americas,Jamaica,2007,,,,,
Americas,Jamaica,2008,,,,,
Americas,Jamaica,2009,,,,,
Americas,Jamaica,2010,,,,,
Americas,Jamaica,2011,,,,,
Americas,Jamaica,2012,,,,,
Americas,Jamaica,2013,,,,,
Americas,Jamaica,2014,,,,,
Western Pacific,Japan,2000,,,,,
Western Pacific,Japan,2001,,,,,
Western Pacific,Japan,2002,,,,,
Western Pacific,Japan,2003,,,,,
Western Pacific,Japan,2004,,,,,
Western Pacific,Japan,2005,,,,,
Western Pacific,Japan,2006,,,,,
Western Pacific,Japan,2007,,,,,
Western Pacific,Japan,2008,,,,,
Western Pacific,Japan,2009,,,,,
Western Pacific,Japan,2010,,,,,
Western Pacific,Japan,2011,,,,,
Western Pacific,Japan,2012,,,,,
Western Pacific,Japan,2013,,,,,
Eastern Mediterranean,Jordan,2000,,,,,
Eastern Mediterranean,Jordan,2001,,,,,
Eastern Mediterranean,Jordan,2002,,,,,
Eastern Mediterranean,Jordan,2003,,,,,
Eastern Mediterranean,Jordan,2004,,,,,
Eastern Mediterranean,Jordan,2005,,,,,
Eastern Mediterranean,Jordan,2006,,,,,
Eastern Mediterranean,Jordan,2007,,,,,
Eastern Mediterranean,Jordan,2008,,,,,
Eastern Mediterranean,Jordan,2009,,,,,
Eastern Mediterranean,Jordan,2010,,,,,
Eastern Mediterranean,Jordan,2011,,,,,
Eastern Mediterranean,Jordan,2012,,,,,
Eastern Mediterranean,Jordan,2013,,,,,
Eastern Mediterranean,Jordan,2014,,,,,
Europe,Kazakhstan,2000,,,,,
Europe,Kazakhstan,2001,,,,,
Europe,Kazakhstan,2002,,,,,
Europe,Kazakhstan,2003,,,,,
Europe,Kazakhstan,2004,,,,,
Europe,Kazakhstan,2005,,,,,
Europe,Kazakhstan,2006,,,,,
Europe,Kazakhstan,2007,,,,,
Europe,Kazakhstan,2008,,,,,
Europe,Kazakhstan,2009,,,,,
Europe,Kazakhstan,2010,,,,,
Europe,Kazakhstan,2011,,,,,
Europe,Kazakhstan,2012,,,,,
Europe,Kazakhstan,2013,,,,,
Europe,Kazakhstan,2014,,,,,
Africa,Kenya,2000,,,,,
Africa,Kenya,2001,,,,,
Africa,Kenya,2002,,,,,
Africa,Kenya,2003,,,,,
Africa,Kenya,2004,,,,,
Africa,Kenya,2005,,,,,
Africa,Kenya,2006,,,,,
Africa,Kenya,2007,,,,,
Africa,Kenya,2008,,,,,
Africa,Kenya,2009,,,,,
Africa,Kenya,2010,,,,,
Africa,Kenya,2011,,,,,
Africa,Kenya,2012,,,,,
Africa,Kenya,2013,,,,,
Western Pacific,Kiribati,2000,,,,,
Western Pacific,Kiribati,2001,,,,,
Western Pacific,Kiribati,2002,,,,,
Western Pacific,Kiribati,2003,,,,,
Western Pacific,Kiribati,2004,,,,,
Western Pacific,Kiribati,2005,,,,,
Western Pacific,Kiribati,2006,,,,,
Western Pacific,Kiribati,2007,,,,,
Western Pacific,Kiribati,2008,,,,,
Western Pacific,Kiribati,2009,,,,,
Western Pacific,Kiribati,2010,,,,,
Western Pacific,Kiribati,2011,,,,,
Eastern Mediterranean,Kuwait,2000,,,,,
Eastern Mediterranean,Kuwait,2001,,,,,
Eastern Mediterranean,Kuwait,2002,,,,,
Eastern Mediterranean,Kuwait,2003,,,,,
Eastern Mediterranean,Kuwait,2004,,,,,
Eastern Mediterranean,Kuwait,2005,,,,,
Eastern Mediterranean,Kuwait,2006,,,,,
Eastern Mediterranean,Kuwait,2007,,,,,
Eastern Mediterranean,Kuwait,2008,,,,,
Eastern Mediterranean,Kuwait,2009,,,,,
Eastern Mediterranean,Kuwait,2010,,,,,
Eastern Mediterranean,Kuwait,2011,,,,,
Europe,Kyrgyzstan,2000,,,,,
Europe,Kyrgyzstan,2001,,,,,
Europe,Kyrgyzstan,2002,,,,,
Europe,Kyrgyzstan,2003,,,,,
Europe,Kyrgyzstan,2004,,,,,
Europe,Kyrgyzstan,2005,,,,,
Europe,Kyrgyzstan,2006,,,,,
Europe,Kyrgyzstan,2007,,,,,
Europe,Kyrgyzstan,2008,,,,,
Europe,Kyrgyzstan,2009,,,,,
Europe,Kyrgyzstan,2010,,,,,
Europe,Kyrgyzstan,2011,,,,,
Western Pacific,Lao People's Democratic Republic,2000,,,,,
Western Pacific,Lao People's Democratic Republic,2001,,,,,
Western Pacific,Lao People's Democratic Republic,2002,,,,,
Western Pacific,Lao People's Democratic Republic,2003,,,,,
Western Pacific,Lao People's Democratic Republic,2004,,,,,
Western Pacific,Lao People's Democratic Republic,2005,,,,,
Western Pacific,Lao People's Democratic Republic,2006,,,,,
Western Pacific,Lao People's Democratic Republic,2007,,,,,
Western Pacific,Lao People's Democratic Republic,2008,,,,,
Western Pacific,Lao People's Democratic Republic,2009,,,,,
Western Pacific,Lao People's Democratic Republic,2010,,,,,
Western Pacific,Lao People's Democratic Republic,2011,,,,,
Europe,Latvia,2000,,,,,
Europe,Latvia,2001,,,,,
Europe,Latvia,2002,,,,,
Europe,Latvia,2003,,,,,
Europe,Latvia,2004,,,,,
Europe,Latvia,2005,,,,,
Europe,Latvia,2006,,,,,
Europe,Latvia,2007,,,,,
Europe,Latvia,2008,,,,,
Europe,Latvia,2009,,,,,
Europe,Latvia,2010,,,,,
Europe,Latvia,2011,,,,,
Europe,Latvia,2012,,,,,
Europe,Latvia,2013,,,,,
Eastern Mediterranean,Lebanon,2000,,,,,
Eastern Mediterranean,Lebanon,2001,,,,,
Eastern Mediterranean,Lebanon,2002,,,,,
Eastern Mediterranean,Lebanon,2003,,,,,
Eastern Mediterranean,Lebanon,2004,,,,,
Eastern Mediterranean,Lebanon,2005,,,,,
Eastern Mediterranean,Lebanon,2006,,,,,
Eastern Mediterranean,Lebanon,2007,,,,,
Eastern Mediterranean,Lebanon,2008,,,,,
Eastern Mediterranean,Lebanon,2009,,,,,
Eastern Mediterranean,Lebanon,2010,,,,,
Eastern Mediterranean,Lebanon,2011,,,,,
Eastern Mediterranean,Lebanon,2012,,,,,
Eastern Mediterranean,Lebanon,2013,,,,,
Eastern Mediterranean,Lebanon,2014,,,,,
Africa,Lesotho,2000,,,,,
Africa,Lesotho,2001,,,,,
Africa,Lesotho,2002,,,,,
Africa,Lesotho,2003,,,,,
Africa,Lesotho,2004,,,,,
Africa,Lesotho,2005,,,,,
Africa,Lesotho,2006,,,,,
Africa,Lesotho,2007,,,,,
Africa,Lesotho,2008,,,,,
Africa,Lesotho,2009,,,,,
Africa,Lesotho,2010,,,,,
Africa,Lesotho,2011,,,,,
Africa,Liberia,2000,,,,,
Africa,Liberia,2001,,,,,
Africa,Liberia,2002,,,,,
Africa,Liberia,2003,,,,,
Africa,Liberia,2004,,,,,
Africa,Liberia,2005,,,,,
Africa,Liberia,2006,,,,,
Africa,Liberia,2007,,,,,
Africa,Liberia,2008,,,,,
Africa,Liberia,2009,,,,,
Africa,Liberia,2010,,,,,
Africa,Liberia,2011,,,,,
Eastern Mediterranean,Libya,2000,,,,,
Eastern Mediterranean,Libya,2001,,,,,
Eastern Mediterranean,Libya,2002,,,,,
Eastern Mediterranean,Libya,2003,,,,,
Eastern Mediterranean,Libya,2004,,,,,
Eastern Mediterranean,Libya,2005,,,,,
Eastern Mediterranean,Libya,2006,,,,,
Eastern Mediterranean,Libya,2007,,,,,
Eastern Mediterranean,Libya,2008,,,,,
Eastern Mediterranean,Libya,2009,,,,,
Eastern Mediterranean,Libya,2010,,,,,
Eastern Mediterranean,Libya,2011,,,,,
Europe,Lithuania,2000,,,,,
Europe,Lithuania,2001,,,,,
Europe,Lithuania,2002,,,,,
Europe,Lithuania,2003,,,,,
Europe,Lithuania,2004,,,,,
Europe,Lithuania,2005,,,,,
Europe,Lithuania,2006,,,,,
Europe,Lithuania,2007,,,,,
Europe,Lithuania,2008,,,,,
Europe,Lithuania,2009,,,,,
Europe,Lithuania,2010,,,,,
Europe,Lithuania,2011,,,,,
Europe,Lithuania,2012,,,,,
Europe,Lithuania,2013,,,,,
Europe,Lithuania,2014,,,,,
Europe,Luxembourg,2000,,,,,
Europe,Luxembourg,2001,,,,,
Europe,Luxembourg,2002,,,,,
Europe,Luxembourg,2003,,,,,
Europe,Luxembourg,2004,,,,,
Europe,Luxembourg,2005,,,,,
Europe,Luxembourg,2006,,,,,
Europe,Luxembourg,2007,,,,,
Europe,Luxembourg,2008,,,,,
Europe,Luxembourg,2009,,,,,
Europe,Luxembourg,2010,,,,,
Europe,Luxembourg,2011,,,,,
Europe,Luxembourg,2012,,,,,
Europe,Luxembourg,2013,,,,,
Europe,Luxembourg,2014,,,,,
Africa,Madagascar,2000,,,,,
Africa,Madagascar,2001,,,,,
Africa,Madagascar,2002,,,,,
Africa,Madagascar,2003,,,,,
Africa,Madagascar,2004,,,,,
Africa,Madagascar,2005,,,,,
Africa,Madagascar,2006,,,,,
Africa,Madagascar,2007,,,,,
Africa,Madagascar,2008,,,,,
Africa,Madagascar,2009,,,,,
Africa,Madagascar,2010,,,,,
Africa,Madagascar,2011,,,,,
Africa,Madagascar,2012,,,,,
Africa,Madagascar,2013,,,,,
Africa,Malawi,2000,,,,,
Africa,Malawi,2001,,,,,
Africa,Malawi,2002,,,,,
Africa,Malawi,2003,,,,,
Africa,Malawi,2004,,,,,
Africa,Malawi,2005,,,,,
Africa,Malawi,2006,,,,,
Africa,Malawi,2007,,,,,
Africa,Malawi,2008,,,,,
Africa,Malawi,2009,,,,,
Africa,Malawi,2010,,,,,
Africa,Malawi,2011,,,,,
Western Pacific,Malaysia,2000,,,,,
Western Pacific,Malaysia,2001,,,,,
Western Pacific,Malaysia,2002,,,,,
Western Pacific,Malaysia,2003,,,,,
Western Pacific,Malaysia,2004,,,,,
Western Pacific,Malaysia,2005,,,,,
Western Pacific,Malaysia,2006,,,,,
Western Pacific,Malaysia,2007,,,,,
Western Pacific,Malaysia,2008,,,,,
Western Pacific,Malaysia,2009,,,,,
Western Pacific,Malaysia,2010,,,,,
Western Pacific,Malaysia,2011,,,,,
Western Pacific,Malaysia,2012,,,,,
Western Pacific,Malaysia,2013,,,,,
Western Pacific,Malaysia,2014,,,,,
South-East Asia,Maldives,2000,,,,,
South-East Asia,Maldives,2001,,,,,
South-East Asia,Maldives,2002,,,,,
South-East Asia,Maldives,2003,,,,,
South-East Asia,Maldives,2004,,,,,
South-East Asia,Maldives,2005,,,,,
South-East Asia,Maldives,2006,,,,,
South-East Asia,Maldives,2007,,,,,
South-East Asia,Maldives,2008,,,,,
South-East Asia,Maldives,2009,,,,,
South-East Asia,Maldives,2010,,,,,
South-East Asia,Maldives,2011,,,,,
Africa,Mali,2000,,,,,
Africa,Mali,2001,,,,,
Africa,Mali,2002,,,,,
Africa,Mali,2003,,,,,
Africa,Mali,2004,,,,,
Africa,Mali,2005,,,,,
Africa,Mali,2006,,,,,
Africa,Mali,2007,,,,,
Africa,Mali,2008,,,,,
Africa,Mali,2009,,,,,
Africa,Mali,2010,,,,,
Africa,Mali,2011,,,,,
Europe,Malta,2000,,,,,
Europe,Malta,2001,,,,,
Europe,Malta,2002,,,,,
Europe,Malta,2003,,,,,
Europe,Malta,2004,,,,,
Europe,Malta,2005,,,,,
Europe,Malta,2006,,,,,
Europe,Malta,2007,,,,,
Europe,Malta,2008,,,,,
Europe,Malta,2009,,,,,
Europe,Malta,2010,,,,,
Europe,Malta,2011,,,,,
Europe,Malta,2012,,,,,
Europe,Malta,2013,,,,,
Europe,Malta,2014,,,,,
Western Pacific,Marshall Islands,2000,,,,,
Western Pacific,Marshall Islands,2001,,,,,
Western Pacific,Marshall Islands,2002,,,,,
Western Pacific,Marshall Islands,2003,,,,,
Western Pacific,Marshall Islands,2004,,,,,
Western Pacific,Marshall Islands,2005,,,,,
Western Pacific,Marshall Islands,2006,,,,,
Western Pacific,Marshall Islands,2007,,,,,
Western Pacific,Marshall Islands,2008,,,,,
Western Pacific,Marshall Islands,2009,,,,,
Western Pacific,Marshall Islands,2010,,,,,
Africa,Mauritania,2000,,,,,
Africa,Mauritania,2001,,,,,
Africa,Mauritania,2002,,,,,
Africa,Mauritania,2003,,,,,
Africa,Mauritania,2004,,,,,
Africa,Mauritania,2005,,,,,
Africa,Mauritania,2006,,,,,
Africa,Mauritania,2007,,,,,
Africa,Mauritania,2008,,,,,
Africa,Mauritania,2009,,,,,
Africa,Mauritania,2010,,,,,
Africa,Mauritania,2011,,,,,
Africa,Mauritius,2000,,,,,
Africa,Mauritius,2001,,,,,
Africa,Mauritius,2002,,,,,
Africa,Mauritius,2003,,,,,
Africa,Mauritius,2004,,,,,
Africa,Mauritius,2005,,,,,
Africa,Mauritius,2006,,,,,
Africa,Mauritius,2007,,,,,
Africa,Mauritius,2008,,,,,
Africa,Mauritius,2009,,,,,
Africa,Mauritius,2010,,,,,
Africa,Mauritius,2011,,,,,
Americas,Mexico,2000,,,,,
Americas,Mexico,2001,,,,,
Americas,Mexico,2002,,,,,
Americas,Mexico,2003,,,,,
Americas,Mexico,2004,,,,,
Americas,Mexico,2005,,,,,
Americas,Mexico,2006,,,,,
Americas,Mexico,2007,,,,,
Americas,Mexico,2008,,,,,
Americas,Mexico,2009,,,,,
Americas,Mexico,2010,,,,,
Americas,Mexico,2011,,,,,
Americas,Mexico,2012,,,,,
Americas,Mexico,2013,,,,,
Americas,Mexico,2014,,,,,
Western Pacific,Micronesia (Federated States of),2000,,,,,
Western Pacific,Micronesia (Federated States of),2001,,,,,
Western Pacific,Micronesia (Federated States of),2002,,,,,
Western Pacific,Micronesia (Federated States of),2003,,,,,
Western Pacific,Micronesia (Federated States of),2004,,,,,
Western Pacific,Micronesia (Federated States of),2005,,,,,
Western Pacific,Micronesia (Federated States of),2006,,,,,
Western Pacific,Micronesia (Federated States of),2007,,,,,
Western Pacific,Micronesia (Federated States of),2008,,,,,
Western Pacific,Micronesia (Federated States of),2009,,,,,
Western Pacific,Micronesia (Federated States of),2010,,,,,
Western Pacific,Micronesia (Federated States of),2011,,,,,
Western Pacific,Micronesia (Federated States of),2012,,,,,
Western Pacific,Micronesia (Federated States of),2013,,,,,
Western Pacific,Micronesia (Federated States of),2014,,,,,
Europe,Monaco,2000,,,,,
Europe,Monaco,2001,,,,,
Europe,Monaco,2002,,,,,
Europe,Monaco,2003,,,,,
Europe,Monaco,2004,,,,,
Europe,Monaco,2005,,,,,
Europe,Monaco,2006,,,,,
Europe,Monaco,2007,,,,,
Europe,Monaco,2008,,,,,
Europe,Monaco,2009,,,,,
Europe,Monaco,2010,,,,,
Western Pacific,Mongolia,2000,,,,,
Western Pacific,Mongolia,2001,,,,,
Western Pacific,Mongolia,2002,,,,,
Western Pacific,Mongolia,2003,,,,,
Western Pacific,Mongolia,2004,,,,,
Western Pacific,Mongolia,2005,,,,,
Western Pacific,Mongolia,2006,,,,,
Western Pacific,Mongolia,2007,,,,,
Western Pacific,Mongolia,2008,,,,,
Western Pacific,Mongolia,2009,,,,,
Western Pacific,Mongolia,2010,,,,,
Europe,Montenegro,2005,,,,,
Europe,Montenegro,2006,,,,,
Europe,Montenegro,2007,,,,,
Europe,Montenegro,2008,,,,,
Europe,Montenegro,2009,,,,,
Europe,Montenegro,2010,,,,,
Europe,Montenegro,2011,,,,,
Eastern Mediterranean,Morocco,2000,,,,,
Eastern Mediterranean,Morocco,2001,,,,,
Eastern Mediterranean,Morocco,2002,,,,,
Eastern Mediterranean,Morocco,2003,,,,,
Eastern Mediterranean,Morocco,2004,,,,,
Eastern Mediterranean,Morocco,2005,,,,,
Eastern Mediterranean,Morocco,2006,,,,,
Eastern Mediterranean,Morocco,2007,,,,,
Eastern Mediterranean,Morocco,2008,,,,,
Eastern Mediterranean,Morocco,2009,,,,,
Eastern Mediterranean,Morocco,2010,,,,,
Eastern Mediterranean,Morocco,2011,,,,,
Eastern Mediterranean,Morocco,2012,,,,,
Eastern Mediterranean,Morocco,2013,,,,,
Eastern Mediterranean,Morocco,2014,,,,,
Africa,Mozambique,2000,,,,,
Africa,Mozambique,2001,,,,,
Africa,Mozambique,2002,,,,,
Africa,Mozambique,2003,,,,,
Africa,Mozambique,2004,,,,,
Africa,Mozambique,2005,,,,,
Africa,Mozambique,2006,,,,,
Africa,Mozambique,2007,,,,,
Africa,Mozambique,2008,,,,,
Africa,Mozambique,2009,,,,,
Africa,Mozambique,2010,,,,,
Africa,Mozambique,2011,,,,,
Africa,Mozambique,2012,,,,,
Africa,Mozambique,2013,,,,,
South-East Asia,Myanmar,2000,,,,,
South-East Asia,Myanmar,2001,,,,,
South-East Asia,Myanmar,2002,,,,,
South-East Asia,Myanmar,2003,,,,,
South-East Asia,Myanmar,2004,,,,,
South-East Asia,Myanmar,2005,,,,,
South-East Asia,Myanmar,2006,,,,,
South-East Asia,Myanmar,2007,,,,,
South-East Asia,Myanmar,2008,,,,,
South-East Asia,Myanmar,2009,,,,,
South-East Asia,Myanmar,2010,,,,,
South-East Asia,Myanmar,2011,,,,,
South-East Asia,Myanmar,2012,,,,,
South-East Asia,Myanmar,2013,,,,,
Africa,Namibia,2000,,,,,
Africa,Namibia,2001,,,,,
Africa,Namibia,2002,,,,,
Africa,Namibia,2003,,,,,
Africa,Namibia,2004,,,,,
Africa,Namibia,2005,,,,,
Africa,Namibia,2006,,,,,
Africa,Namibia,2007,,,,,
Africa,Namibia,2008,,,,,
Africa,Namibia,2009,,,,,
Africa,Namibia,2010,,,,,
Africa,Namibia,2011,,,,,
Western Pacific,Nauru,2000,,,,,
Western Pacific,Nauru,2001,,,,,
Western Pacific,Nauru,2002,,,,,
Western Pacific,Nauru,2003,,,,,
Western Pacific,Nauru,2004,,,,,
Western Pacific,Nauru,2005,,,,,
Western Pacific,Nauru,2006,,,,,
Western Pacific,Nauru,2007,,,,,
Western Pacific,Nauru,2008,,,,,
Western Pacific,Nauru,2009,,,,,
Western Pacific,Nauru,2010,,,,,
South-East Asia,Nepal,2000,,,,,
South-East Asia,Nepal,2001,,,,,
South-East Asia,Nepal,2002,,,,,
South-East Asia,Nepal,2003,,,,,
South-East Asia,Nepal,2004,,,,,
South-East Asia,Nepal,2005,,,,,
South-East Asia,Nepal,2006,,,,,
South-East Asia,Nepal,2007,,,,,
South-East Asia,Nepal,2008,,,,,
South-East Asia,Nepal,2009,,,,,
South-East Asia,Nepal,2010,,,,,
South-East Asia,Nepal,2011,,,,,
South-East Asia,Nepal,2012,,,,,
South-East Asia,Nepal,2013,,,,,
Europe,Netherlands,2000,,,,,
Europe,Netherlands,2001,,,,,
Europe,Netherlands,2002,,,,,
Europe,Netherlands,2003,,,,,
Europe,Netherlands,2004,,,,,
Europe,Netherlands,2005,,,,,
Europe,Netherlands,2006,,,,,
Europe,Netherlands,2007,,,,,
Europe,Netherlands,2008,,,,,
Europe,Netherlands,2009,,,,,
Europe,Netherlands,2010,,,,,
Europe,Netherlands,2011,,,,,
Europe,Netherlands,2012,,,,,
Europe,Netherlands,2013,,,,,
Western Pacific,New Zealand,2000,,,,,
Western Pacific,New Zealand,2001,,,,,
Western Pacific,New Zealand,2002,,,,,
Western Pacific,New Zealand,2003,,,,,
Western Pacific,New Zealand,2004,,,,,
Western Pacific,New Zealand,2005,,,,,
Western Pacific,New Zealand,2006,,,,,
Western Pacific,New Zealand,2007,,,,,
Western Pacific,New Zealand,2008,,,,,
Western Pacific,New Zealand,2009,,,,,
Western Pacific,New Zealand,2010,,,,,
Western Pacific,New Zealand,2011,,,,,
Western Pacific,New Zealand,2012,,,,,
Western Pacific,New Zealand,2013,,,,,
Western Pacific,New Zealand,2014,,,,,
Western Pacific,New Zealand,2015,,,,,
Americas,Nicaragua,2000,,,,,
Americas,Nicaragua,2001,,,,,
Americas,Nicaragua,2002,,,,,
Americas,Nicaragua,2003,,,,,
Americas,Nicaragua,2004,,,,,
Americas,Nicaragua,2005,,,,,
Americas,Nicaragua,2006,,,,,
Americas,Nicaragua,2007,,,,,
Americas,Nicaragua,2008,,,,,
Americas,Nicaragua,2009,,,,,
Americas,Nicaragua,2010,,,,,
Americas,Nicaragua,2011,,,,,
Americas,Nicaragua,2012,,,,,
Americas,Nicaragua,2013,,,,,
Americas,Nicaragua,2014,,,,,
Africa,Niger,2000,,,,,
Africa,Niger,2001,,,,,
Africa,Niger,2002,,,,,
Africa,Niger,2003,,,,,
Africa,Niger,2004,,,,,
Africa,Niger,2005,,,,,
Africa,Niger,2006,,,,,
Africa,Niger,2007,,,,,
Africa,Niger,2008,,,,,
Africa,Niger,2009,,,,,
Africa,Niger,2010,,,,,
Africa,Niger,2011,,,,,
Africa,Nigeria,2000,,,,,
Africa,Nigeria,2001,,,,,
Africa,Nigeria,2002,,,,,
Africa,Nigeria,2003,,,,,
Africa,Nigeria,2004,,,,,
Africa,Nigeria,2005,,,,,
Africa,Nigeria,2006,,,,,
Africa,Nigeria,2007,,,,,
Africa,Nigeria,2008,,,,,
Africa,Nigeria,2009,,,,,
Africa,Nigeria,2010,,,,,
Africa,Nigeria,2011,,,,,
Africa,Nigeria,2012,,,,,
Africa,Nigeria,2013,,,,,
Western Pacific,Niue,2000,,,,,
Western Pacific,Niue,2001,,,,,
Western Pacific,Niue,2002,,,,,
Western Pacific,Niue,2003,,,,,
Western Pacific,Niue,2004,,,,,
Western Pacific,Niue,2005,,,,,
Western Pacific,Niue,2006,,,,,
Western Pacific,Niue,2007,,,,,
Western Pacific,Niue,2008,,,,,
Western Pacific,Niue,2009,,,,,
Western Pacific,Niue,2010,,,,,
Western Pacific,Niue,2011,,,,,
Europe,Norway,2000,,,,,
Europe,Norway,2001,,,,,
Europe,Norway,2002,,,,,
Europe,Norway,2003,,,,,
Europe,Norway,2004,,,,,
Europe,Norway,2005,,,,,
Europe,Norway,2006,,,,,
Europe,Norway,2007,,,,,
Europe,Norway,2008,,,,,
Europe,Norway,2009,,,,,
Europe,Norway,2010,,,,,
Europe,Norway,2011,,,,,
Europe,Norway,2012,,,,,
Europe,Norway,2013,,,,,
Europe,Norway,2014,,,,,
Europe,Norway,2015,,,,,
Eastern Mediterranean,Oman,2000,,,,,
Eastern Mediterranean,Oman,2001,,,,,
Eastern Mediterranean,Oman,2002,,,,,
Eastern Mediterranean,Oman,2003,,,,,
Eastern Mediterranean,Oman,2004,,,,,
Eastern Mediterranean,Oman,2005,,,,,
Eastern Mediterranean,Oman,2006,,,,,
Eastern Mediterranean,Oman,2007,,,,,
Eastern Mediterranean,Oman,2008,,,,,
Eastern Mediterranean,Oman,2009,,,,,
Eastern Mediterranean,Oman,2010,,,,,
Eastern Mediterranean,Oman,2011,,,,,
Eastern Mediterranean,Oman,2012,,,,,
Eastern Mediterranean,Oman,2013,,,,,
Eastern Mediterranean,Oman,2014,,,,,
Eastern Mediterranean,Pakistan,2000,,,,,
Eastern Mediterranean,Pakistan,2001,,,,,
Eastern Mediterranean,Pakistan,2002,,,,,
Eastern Mediterranean,Pakistan,2003,,,,,
Eastern Mediterranean,Pakistan,2004,,,,,
Eastern Mediterranean,Pakistan,2005,,,,,
Eastern Mediterranean,Pakistan,2006,,,,,
Eastern Mediterranean,Pakistan,2007,,,,,
Eastern Mediterranean,Pakistan,2008,,,,,
Eastern Mediterranean,Pakistan,2009,,,,,
Eastern Mediterranean,Pakistan,2010,,,,,
Eastern Mediterranean,Pakistan,2011,,,,,
Eastern Mediterranean,Pakistan,2012,,,,,
Eastern Mediterranean,Pakistan,2013,,,,,
Americas,Panama,2000,,,,,
Americas,Panama,2001,,,,,
Americas,Panama,2002,,,,,
Americas,Panama,2003,,,,,
Americas,Panama,2004,,,,,
Americas,Panama,2005,,,,,
Americas,Panama,2006,,,,,
Americas,Panama,2007,,,,,
Americas,Panama,2008,,,,,
Americas,Panama,2009,,,,,
Americas,Panama,2010,,,,,
Americas,Panama,2011,,,,,
Americas,Panama,2012,,,,,
Americas,Panama,2013,,,,,
Americas,Panama,2014,,,,,
Western Pacific,Papua New Guinea,2000,,,,,
Western Pacific,Papua New Guinea,2001,,,,,
Western Pacific,Papua New Guinea,2002,,,,,
Western Pacific,Papua New Guinea,2003,,,,,
Western Pacific,Papua New Guinea,2004,,,,,
Western Pacific,Papua New Guinea,2005,,,,,
Western Pacific,Papua New Guinea,2006,,,,,
Western Pacific,Papua New Guinea,2007,,,,,
Western Pacific,Papua New Guinea,2008,,,,,
Western Pacific,Papua New Guinea,2009,,,,,
Western Pacific,Papua New Guinea,2010,,,,,
Western Pacific,Papua New Guinea,2011,,,,,
Americas,Paraguay,2000,,,,,
Americas,Paraguay,2001,,,,,
Americas,Paraguay,2002,,,,,
Americas,Paraguay,2003,,,,,
Americas,Paraguay,2004,,,,,
Americas,Paraguay,2005,,,,,
Americas,Paraguay,2006,,,,,
Americas,Paraguay,2007,,,,,
